130, 0.000103, -0.000030
131, 0.000089, -0.000028
132, 0.000097, -0.000031
133, 0.000087, -0.000025
134, 0.000089, -0.000025
135, 0.000091, -0.000032
136, 0.000092, -0.000029
137, 0.000094, -0.000033
138, 0.000089, -0.000027
139, 0.000092, -0.000022
140, 0.000096, -0.000023
141, 0.000094, -0.000029
142, 0.000096, -0.000019
143, 0.000091, -0.000025
144, 0.000096, -0.000022
145, 0.000097, -0.000022
146, 0.000098, -0.000022
147, 0.000092, -0.000020
148, 0.000095, -0.000021
149, 0.000098, -0.000013
150, 0.000088, -0.000018
151, 0.000095, -0.000010
152, 0.000097, -0.000018
153, 0.000094, -0.000016
154, 0.000096, -0.000023
155, 0.000099, -0.000020
156, 0.000097, -0.000018
157, 0.000094, -0.000017
158, 0.000096, -0.000012
159, 0.000091, -0.000011
160, 0.000098, -0.000017
161, 0.000092, -0.000007
162, 0.000089, -0.000007
163, 0.000090, -0.000012
164, 0.000097, -0.000017
165, 0.000086, -0.000007
166, 0.000091, -0.000006
167, 0.000094, -0.000008
168, 0.000092, -0.000007
169, 0.000104, -0.000006
170, 0.000098, -0.000003
171, 0.000092, -0.000015
172, 0.000092, 0.000006
173, 0.000094, -0.000001
174, 0.000092, -0.000001
175, 0.000090, 0.000002
176, 0.000091, -0.000005
177, 0.000087, -0.000002
178, 0.000096, 0.000000
179, 0.000085, 180.005311
180, 0.000088, 0.000000
181, 0.000085, -180.005311
182, 0.000096, -0.000000
183, 0.000087, 0.000002
184, 0.000091, 0.000005
185, 0.000090, -0.000002
186, 0.000092, 0.000001
187, 0.000094, 0.000001
188, 0.000092, -0.000006
189, 0.000092, 0.000015
190, 0.000098, 0.000003
191, 0.000104, 0.000006
192, 0.000092, 0.000007
193, 0.000094, 0.000008
194, 0.000091, 0.000006
195, 0.000086, 0.000007
196, 0.000097, 0.000017
197, 0.000090, 0.000012
198, 0.000089, 0.000007
199, 0.000092, 0.000007
200, 0.000098, 0.000017
201, 0.000091, 0.000011
202, 0.000096, 0.000012
203, 0.000094, 0.000017
204, 0.000097, 0.000018
205, 0.000099, 0.000020
206, 0.000096, 0.000023
207, 0.000094, 0.000016
208, 0.000097, 0.000018
209, 0.000095, 0.000010
210, 0.000088, 0.000018
211, 0.000098, 0.000013
212, 0.000095, 0.000021
213, 0.000092, 0.000020
214, 0.000098, 0.000022
215, 0.000097, 0.000022
216, 0.000096, 0.000022
217, 0.000091, 0.000025
218, 0.000096, 0.000019
219, 0.000094, 0.000029
220, 0.000096, 0.000023
221, 0.000092, 0.000022
222, 0.000089, 0.000027
223, 0.000094, 0.000033
224, 0.000092, 0.000029
225, 0.000091, 0.000032
226, 0.000089, 0.000025
227, 0.000087, 0.000025
228, 0.000097, 0.000031
229, 0.000089, 0.000028
230, 0.000103, 0.000030
231, 0.000092, 0.000031
232, 0.000096, 0.000029
233, 0.000095, 0.000026
234, 0.000095, 0.000026
235, 0.000094, 0.000028
236, 0.000098, 0.000032
237, 0.000091, 0.000030
238, 0.000097, 0.000033
239, 0.000094, 0.000033
240, 0.000094, 0.000035
241, 0.000092, 0.000030
242, 0.000096, 0.000032
243, 0.000096, 0.000034
244, 0.000092, 0.000037
245, 0.000092, 0.000032
246, 0.000091, 0.000047
247, 0.000095, 0.000038
248, 0.000092, 0.000038
249, 0.000089, 0.000039
250, 0.000089, 0.000041
251, 0.000091, 0.000050
252, 0.000094, 0.000043
253, 0.000092, 0.000040
254, 0.000096, 0.000045
255, 0.000090, 0.000042
256, 0.000094, 0.000036
257, 0.000098, 0.000042
258, 0.000089, 0.000048
259, 0.000097, 0.000045
260, 0.000103, 0.000046
261, 0.000094, 0.000050
262, 0.000090, 0.000053
263, 0.000094, 0.000050
264, 0.000096, 0.000052
265, 0.000099, 0.000058
266, 0.000089, 0.000050
267, 0.000093, 0.000048
268, 0.000097, 0.000047
269, 0.000090, 0.000053
270, 0.000095, 0.000046
271, 0.000090, 0.000054
272, 0.000096, 0.000058
273, 0.000090, 0.000055
274, 0.000098, 0.000058
275, 0.000094, 0.000057
276, 0.000093, 0.000058
277, 0.000095, 0.000060
278, 0.000094, 0.000064
279, 0.000097, 0.000062
280, 0.000097, 0.000058
281, 0.000094, 0.000066
282, 0.000090, 0.000055
283, 0.000097, 0.000060
284, 0.000095, 0.000064
285, 0.000094, 0.000065
286, 0.000094, 0.000071
287, 0.000087, 0.000075
288, 0.000086, 0.000071
289, 0.000087, 0.000066
290, 0.000097, 0.000067
291, 0.000094, 0.000070
292, 0.000096, 0.000071
293, 0.000093, 0.000072
294, 0.000096, 0.000080
295, 0.000090, 0.000070
296, 0.000098, 0.000075
297, 0.000095, 0.000070
298, 0.000091, 0.000078
299, 0.000095, 0.000075
300, 0.000095, 0.000084
301, 0.000098, 0.000078
302, 0.000092, 0.000074
303, 0.000094, 0.000081
304, 0.000088, 0.000080
305, 0.000087, 0.000088
306, 0.000092, 0.000084
307, 0.000091, 0.000080
308, 0.000088, 0.000086
309, 0.000087, 0.000082
310, 0.000095, 0.000089
311, 0.000093, 0.000091
312, 0.000096, 0.000090
313, 0.000085, 0.000093
314, 0.000094, 0.000090
315, 0.000091, 0.000089
316, 0.000088, 0.000095
317, 0.000098, 0.000099
318, 0.000087, 0.000103
319, 0.000090, 0.000095
320, 0.000092, 0.000094
321, 0.000089, 0.000099
322, 0.000091, 0.000100
323, 0.000097, 0.000111
324, 0.000092, 0.000103
325, 0.000092, 0.000105
326, 0.000090, 0.000102
327, 0.000099, 0.000104
328, 0.000082, 0.000103
329, 0.000088, 0.000098
330, 0.000086, 0.000115
331, 0.000092, 0.000110
332, 0.000087, 0.000108
333, 0.000101, 0.000108
334, 0.000091, 0.000108
335, 0.000090, 0.000114
336, 0.000095, 0.000113
337, 0.000091, 0.000114
338, 0.000093, 0.000118
339, 0.000093, 0.000112
340, 0.000084, 0.000115
341, 0.000086, 0.000127
342, 0.000093, 0.000129
343, 0.000093, 0.000121
344, 0.000089, 0.000123
345, 0.000093, 0.000126
346, 0.000096, 0.000129
347, 0.000088, 0.000132
348, 0.000085, 0.000131
349, 0.000090, 0.000138
350, 0.000092, 0.000127
351, 0.000089, 0.000137
352, 0.000092, 0.000139
353, 0.000093, 0.000141
354, 0.000090, 0.000136
355, 0.000087, 0.000141
356, 0.000087, 0.000142
357, 0.000082, 0.000138
358, 0.000090, 0.000145
359, 0.000088, 0.000139
